00:00:00:000
01:40:58:000
6,1;1
5,2;17
1;0
3;26
4;0
5;17
6;17
1;0
3;26
4;0
5;17
6;17
01:49:14:000
3,1;26
4,2;1
1;0
3;18
4;1
5;17
6;17
1;1
3;18
4;1
5;17
6;17
01:50:12:000
6,1;1
5,2;16
1;1
3;18
4;1
5;16
6;16
1;1
3;18
4;1
5;16
6;16
01:54:37:000
3,1;18
1;1
3;27
4;1
5;16
6;16
02:00:42:000
6,1;1
5,2;15
1;1
3;27
4;1
5;15
6;15
1;1
3;27
4;1
5;15
6;15
02:03:53:000
6,1;1
5,2;14
1;1
3;27
4;1
5;14
6;14
1;1
3;27
4;1
5;14
6;14
02:07:15:000
1,2;1
5,2;15
1;1
3;27
4;1
5;15
6;15
1;1
3;27
4;1
5;15
6;15
02:09:53:000
3,1;27
1;1
3;22
4;1
5;15
6;15
02:11:15:000
6,1;1
5,2;14
1;1
3;22
4;1
5;14
6;14
1;1
3;22
4;1
5;14
6;14
02:11:43:000
3,1;22
1;1
3;29
4;1
5;14
6;14
02:12:13:000
6,1;1
5,2;13
1;1
3;29
4;1
5;13
6;13
1;1
3;29
4;1
5;13
6;13
02:13:23:000
1,2;1
5,2;14
1;1
3;29
4;1
5;14
6;14
1;1
3;29
4;1
5;14
6;14
02:19:17:000
6,1;1
5,2;13
1;1
3;29
4;1
5;13
6;13
1;1
3;29
4;1
5;13
6;13
02:21:08:000
1,2;1
5,2;14
1;1
3;29
4;1
5;14
6;14
1;1
3;29
4;1
5;14
6;14
02:22:57:000
3,1;29
1;1
3;25
4;1
5;14
6;14
02:29:35:000
1,2;1
5,2;15
1;1
3;25
4;1
5;15
6;15
1;1
3;25
4;1
5;15
6;15
02:30:30:000
3,1;25
1;1
3;24
4;1
5;15
6;15
02:38:08:000
6,1;1
5,2;14
1;1
3;24
4;1
5;14
6;14
1;1
3;24
4;1
5;14
6;14
02:38:50:000
1,2;1
5,2;15
1;1
3;24
4;1
5;15
6;15
1;1
3;24
4;1
5;15
6;15
02:40:22:000
6,1;1
5,2;14
1;1
3;24
4;1
5;14
6;14
1;1
3;24
4;1
5;14
6;14
02:41:23:000
3,1;24
1;1
3;22
4;1
5;14
6;14
02:41:52:000
6,1;1
5,2;13
1;1
3;22
4;1
5;13
6;13
1;1
3;22
4;1
5;13
6;13
02:42:37:000
1,2;1
5,2;14
1;1
3;22
4;1
5;14
6;14
1;1
3;22
4;1
5;14
6;14
02:47:55:000
6,1;1
5,2;13
1;1
3;22
4;1
5;13
6;13
1;1
3;22
4;1
5;13
6;13
02:50:25:000
1,2;1
5,2;14
1;1
3;22
4;1
5;14
6;14
1;1
3;22
4;1
5;14
6;14
02:58:50:000
1,2;1
5,2;15
1;1
3;22
4;1
5;15
6;15
1;1
3;22
4;1
5;15
6;15
02:59:21:000
3,1;22
1;1
3;18
4;1
5;15
6;15
03:01:23:000
6,1;1
5,2;14
1;1
3;18
4;1
5;14
6;14
1;1
3;18
4;1
5;14
6;14
03:02:38:000
1,2;1
5,2;15
1;1
3;18
4;1
5;15
6;15
1;1
3;18
4;1
5;15
6;15
03:09:13:000
6,1;1
5,2;14
1;1
3;18
4;1
5;14
6;14
1;1
3;18
4;1
5;14
6;14
03:10:47:000
3,1;18
1;1
3;19
4;1
5;14
6;14
03:11:01:000
3,1;19
1;1
3;19
4;1
5;14
6;14
03:11:45:000
1,2;1
5,2;15
1;1
3;19
4;1
5;15
6;15
1;1
3;19
4;1
5;15
6;15
03:11:52:000
1,2;1
5,2;16
1;1
3;19
4;1
5;16
6;16
1;1
3;19
4;1
5;16
6;16
03:14:02:000
1,2;1
5,2;17
1;1
3;19
4;1
5;17
6;17
1;1
3;19
4;1
5;17
6;17
03:14:53:000
3,1;19
1;1
3;26
4;1
5;17
6;17
03:17:16:000
6,1;1
5,2;16
1;1
3;26
4;1
5;16
6;16
1;1
3;26
4;1
5;16
6;16
03:19:32:000
1,2;1
5,2;17
1;1
3;26
4;1
5;17
6;17
1;1
3;26
4;1
5;17
6;17
03:22:16:000
6,1;1
5,2;16
1;1
3;26
4;1
5;16
6;16
1;1
3;26
4;1
5;16
6;16
03:27:16:000
1,2;1
5,2;17
1;1
3;26
4;1
5;17
6;17
1;1
3;26
4;1
5;17
6;17
03:31:35:000
3,1;26
1;1
3;18
4;1
5;17
6;17
03:33:34:000
6,1;1
5,2;16
1;1
3;18
4;1
5;16
6;16
1;1
3;18
4;1
5;16
6;16
03:34:15:000
1,2;1
5,2;17
1;1
3;18
4;1
5;17
6;17
1;1
3;18
4;1
5;17
6;17
03:35:41:000
1,2;1
5,2;18
1;1
3;18
4;1
5;18
6;18
1;1
3;18
4;1
5;18
6;18
03:36:08:000
6,1;1
5,2;17
1;1
3;18
4;1
5;17
6;17
1;1
3;18
4;1
5;17
6;17
03:37:49:000
1,2;1
5,2;18
1;1
3;18
4;1
5;18
6;18
1;1
3;18
4;1
5;18
6;18
03:41:38:000
6,1;1
5,2;17
1;1
3;18
4;1
5;17
6;17
1;1
3;18
4;1
5;17
6;17
03:45:52:000
1,2;1
5,2;18
1;1
3;18
4;1
5;18
6;18
1;1
3;18
4;1
5;18
6;18
03:46:50:000
3,1;18
1;1
3;25
4;1
5;18
6;18
03:51:04:000
6,1;1
5,2;17
1;1
3;25
4;1
5;17
6;17
1;1
3;25
4;1
5;17
6;17
03:55:42:000
1,2;1
5,2;18
1;1
3;25
4;1
5;18
6;18
1;1
3;25
4;1
5;18
6;18
03:56:35:000
1,2;1
5,2;19
1;1
3;25
4;1
5;19
6;19
1;1
3;25
4;1
5;19
6;19
03:59:43:000
3,1;25
1;1
3;33
4;1
5;19
6;19
04:01:45:000
1,2;1
5,2;20
1;1
3;33
4;1
5;20
6;20
1;1
3;33
4;1
5;20
6;20
04:05:28:000
3,1;33
4,2;0
1;1
3;19
4;0
5;20
6;20
1;0
3;19
4;0
5;20
6;20
04:05:39:000
6,1;1
5,2;19
1;0
3;19
4;0
5;19
6;19
1;0
3;19
4;0
5;19
6;19
04:19:02:000
3,1;19
4,2;1
1;0
3;25
4;1
5;19
6;19
1;1
3;25
4;1
5;19
6;19
04:19:59:000
3,1;25
1;1
3;31
4;1
5;19
6;19
04:22:03:000
6,1;1
5,2;18
1;1
3;31
4;1
5;18
6;18
1;1
3;31
4;1
5;18
6;18
04:29:49:000
3,1;31
1;1
3;25
4;1
5;18
6;18
04:30:00:000
6,1;1
5,2;17
1;1
3;25
4;1
5;17
6;17
1;1
3;25
4;1
5;17
6;17
04:36:05:000
6,1;1
5,2;16
1;1
3;25
4;1
5;16
6;16
1;1
3;25
4;1
5;16
6;16
04:37:02:000
3,1;25
1;1
3;29
4;1
5;16
6;16
04:38:57:000
1,2;1
5,2;17
1;1
3;29
4;1
5;17
6;17
1;1
3;29
4;1
5;17
6;17
04:42:54:000
1,2;1
5,2;18
1;1
3;29
4;1
5;18
6;18
1;1
3;29
4;1
5;18
6;18
04:48:31:000
1,2;1
5,2;19
1;1
3;29
4;1
5;19
6;19
1;1
3;29
4;1
5;19
6;19
04:48:37:000
6,1;1
5,2;18
1;1
3;29
4;1
5;18
6;18
1;1
3;29
4;1
5;18
6;18
04:50:15:000
3,1;29
1;1
3;32
4;1
5;18
6;18
04:54:48:000
1,2;1
5,2;19
1;1
3;32
4;1
5;19
6;19
1;1
3;32
4;1
5;19
6;19
04:56:03:000
1,2;1
5,2;20
1;1
3;32
4;1
5;20
6;20
1;1
3;32
4;1
5;20
6;20
04:56:39:000
1,2;1
5,2;21
4,2;0
1;1
3;32
4;1
5;21
6;21
1;1
3;32
4;0
5;21
6;21
1;0
3;32
4;0
5;21
6;21
04:58:17:000
3,1;32
1;0
3;30
4;0
5;21
6;21
05:04:36:000
3,1;30
1;0
3;33
4;0
5;21
6;21
05:05:36:000
6,1;1
5,2;20
4,2;1
1;0
3;33
4;0
5;20
6;20
1;0
3;33
4;1
5;20
6;20
1;1
3;33
4;1
5;20
6;20
05:08:21:000
6,1;1
5,2;19
1;1
3;33
4;1
5;19
6;19
1;1
3;33
4;1
5;19
6;19
05:19:28:000
1,2;1
5,2;20
1;1
3;33
4;1
5;20
6;20
1;1
3;33
4;1
5;20
6;20
05:19:35:000
3,1;33
4,2;0
1;1
3;21
4;0
5;20
6;20
1;0
3;21
4;0
5;20
6;20
05:23:05:000
3,1;21
4,2;1
1;0
3;28
4;1
5;20
6;20
1;1
3;28
4;1
5;20
6;20
05:24:33:000
6,1;1
5,2;19
1;1
3;28
4;1
5;19
6;19
1;1
3;28
4;1
5;19
6;19
05:34:12:000
1,2;1
5,2;20
1;1
3;28
4;1
5;20
6;20
1;1
3;28
4;1
5;20
6;20
05:37:40:000
1,2;1
5,2;21
4,2;0
1;1
3;28
4;1
5;21
6;21
1;1
3;28
4;0
5;21
6;21
1;0
3;28
4;0
5;21
6;21
05:41:13:000
6,1;1
5,2;20
4,2;1
1;0
3;28
4;0
5;20
6;20
1;0
3;28
4;1
5;20
6;20
1;1
3;28
4;1
5;20
6;20
05:41:17:000
6,1;1
5,2;19
1;1
3;28
4;1
5;19
6;19
1;1
3;28
4;1
5;19
6;19
05:42:53:000
3,1;28
1;1
3;28
4;1
5;19
6;19
05:54:34:000
3,1;28
1;1
3;23
4;1
5;19
6;19
05:56:03:000
1,2;1
5,2;20
1;1
3;23
4;1
5;20
6;20
1;1
3;23
4;1
5;20
6;20
06:01:02:000
6,1;1
5,2;19
1;1
3;23
4;1
5;19
6;19
1;1
3;23
4;1
5;19
6;19
06:03:35:000
1,2;1
5,2;20
1;1
3;23
4;1
5;20
6;20
1;1
3;23
4;1
5;20
6;20
06:04:48:000
1,2;1
5,2;21
4,2;0
1;1
3;23
4;1
5;21
6;21
1;1
3;23
4;0
5;21
6;21
1;0
3;23
4;0
5;21
6;21
06:05:37:000
6,1;1
5,2;20
4,2;1
1;0
3;23
4;0
5;20
6;20
1;0
3;23
4;1
5;20
6;20
1;1
3;23
4;1
5;20
6;20
06:05:56:000
3,1;23
1;1
3;22
4;1
5;20
6;20
06:09:31:000
3,1;22
1;1
3;31
4;1
5;20
6;20
06:17:27:000
3,1;31
1;1
3;32
4;1
5;20
6;20
06:18:14:000
1,2;1
5,2;21
4,2;0
1;1
3;32
4;1
5;21
6;21
1;1
3;32
4;0
5;21
6;21
1;0
3;32
4;0
5;21
6;21
06:23:25:000
6,1;1
5,2;20
4,2;1
1;0
3;32
4;0
5;20
6;20
1;0
3;32
4;1
5;20
6;20
1;1
3;32
4;1
5;20
6;20
06:25:12:000
3,1;32
4,2;0
1;1
3;20
4;0
5;20
6;20
1;0
3;20
4;0
5;20
6;20
06:34:52:000
6,1;1
5,2;19
1;0
3;20
4;0
5;19
6;19
1;0
3;20
4;0
5;19
6;19
06:36:01:000
3,1;20
4,2;1
1;0
3;23
4;1
5;19
6;19
1;1
3;23
4;1
5;19
6;19
06:45:54:000
3,1;23
1;1
3;20
4;1
5;19
6;19
06:49:03:000
3,1;20
1;1
3;26
4;1
5;19
6;19
06:51:13:000
6,1;1
5,2;18
1;1
3;26
4;1
5;18
6;18
1;1
3;26
4;1
5;18
6;18
06:53:07:000
6,1;1
5,2;17
1;1
3;26
4;1
5;17
6;17
1;1
3;26
4;1
5;17
6;17
06:54:51:000
1,2;1
5,2;18
1;1
3;26
4;1
5;18
6;18
1;1
3;26
4;1
5;18
6;18
07:00:15:000
3,1;26
1;1
3;31
4;1
5;18
6;18
07:00:20:000
1,2;1
5,2;19
1;1
3;31
4;1
5;19
6;19
1;1
3;31
4;1
5;19
6;19
07:01:28:000
1,2;1
5,2;20
1;1
3;31
4;1
5;20
6;20
1;1
3;31
4;1
5;20
6;20
07:04:57:000
1,2;1
5,2;21
4,2;0
1;1
3;31
4;1
5;21
6;21
1;1
3;31
4;0
5;21
6;21
1;0
3;31
4;0
5;21
6;21
07:07:20:000
6,1;1
5,2;20
4,2;1
1;0
3;31
4;0
5;20
6;20
1;0
3;31
4;1
5;20
6;20
1;1
3;31
4;1
5;20
6;20
07:09:11:000
1,2;1
5,2;21
4,2;0
1;1
3;31
4;1
5;21
6;21
1;1
3;31
4;0
5;21
6;21
1;0
3;31
4;0
5;21
6;21
07:17:53:000
3,1;31
1;0
3;23
4;0
5;21
6;21
07:21:23:000
6,1;1
5,2;20
4,2;1
1;0
3;23
4;0
5;20
6;20
1;0
3;23
4;1
5;20
6;20
1;1
3;23
4;1
5;20
6;20
07:23:55:000
6,1;1
5,2;19
1;1
3;23
4;1
5;19
6;19
1;1
3;23
4;1
5;19
6;19
07:24:44:000
1,2;1
5,2;20
1;1
3;23
4;1
5;20
6;20
1;1
3;23
4;1
5;20
6;20
07:28:39:000
6,1;1
5,2;19
1;1
3;23
4;1
5;19
6;19
1;1
3;23
4;1
5;19
6;19
07:29:05:000
3,1;23
1;1
3;33
4;1
5;19
6;19
07:32:06:000
1,2;1
5,2;20
1;1
3;33
4;1
5;20
6;20
1;1
3;33
4;1
5;20
6;20
07:33:22:000
6,1;1
5,2;19
1;1
3;33
4;1
5;19
6;19
1;1
3;33
4;1
5;19
6;19
07:38:45:000
1,2;1
5,2;20
1;1
3;33
4;1
5;20
6;20
1;1
3;33
4;1
5;20
6;20
07:40:18:000
6,1;1
5,2;19
1;1
3;33
4;1
5;19
6;19
1;1
3;33
4;1
5;19
6;19
07:42:20:000
3,1;33
4,2;0
1;1
3;22
4;0
5;19
6;19
1;0
3;22
4;0
5;19
6;19
07:49:36:000
3,1;22
4,2;1
1;0
3;32
4;1
5;19
6;19
1;1
3;32
4;1
5;19
6;19
07:59:15:000
6,1;1
5,2;18
1;1
3;32
4;1
5;18
6;18
1;1
3;32
4;1
5;18
6;18
07:59:59:000
1,2;1
5,2;19
1;1
3;32
4;1
5;19
6;19
1;1
3;32
4;1
5;19
6;19
08:02:59:000
6,1;1
5,2;18
1;1
3;32
4;1
5;18
6;18
1;1
3;32
4;1
5;18
6;18
08:04:15:000
3,1;32
4,2;0
1;1
3;19
4;0
5;18
6;18
1;0
3;19
4;0
5;18
6;18
08:10:35:000
6,1;1
5,2;17
1;0
3;19
4;0
5;17
6;17
1;0
3;19
4;0
5;17
6;17
08:17:03:000
3,1;19
4,2;1
1;0
3;32
4;1
5;17
6;17
1;1
3;32
4;1
5;17
6;17
08:23:14:000
1,2;1
5,2;18
1;1
3;32
4;1
5;18
6;18
1;1
3;32
4;1
5;18
6;18
08:23:26:000
1,2;1
5,2;19
1;1
3;32
4;1
5;19
6;19
1;1
3;32
4;1
5;19
6;19
08:24:31:000
3,1;32
4,2;0
1;1
3;24
4;0
5;19
6;19
1;0
3;24
4;0
5;19
6;19
08:29:17:000
6,1;1
5,2;18
1;0
3;24
4;0
5;18
6;18
1;0
3;24
4;0
5;18
6;18
08:32:33:000
6,1;1
5,2;17
1;0
3;24
4;0
5;17
6;17
1;0
3;24
4;0
5;17
6;17
08:33:06:000
3,1;24
4,2;1
1;0
3;28
4;1
5;17
6;17
1;1
3;28
4;1
5;17
6;17
08:33:58:000
3,1;28
1;1
3;21
4;1
5;17
6;17
08:43:40:000
1,2;1
5,2;18
1;1
3;21
4;1
5;18
6;18
1;1
3;21
4;1
5;18
6;18
08:45:09:000
3,1;21
1;1
3;22
4;1
5;18
6;18
08:51:49:000
6,1;1
5,2;17
1;1
3;22
4;1
5;17
6;17
1;1
3;22
4;1
5;17
6;17
08:53:16:000
1,2;1
5,2;18
1;1
3;22
4;1
5;18
6;18
1;1
3;22
4;1
5;18
6;18
09:01:12:000
3,1;22
1;1
3;19
4;1
5;18
6;18
09:01:17:000
1,2;1
5,2;19
1;1
3;19
4;1
5;19
6;19
1;1
3;19
4;1
5;19
6;19
09:05:24:000
6,1;1
5,2;18
1;1
3;19
4;1
5;18
6;18
1;1
3;19
4;1
5;18
6;18
09:08:23:000
1,2;1
5,2;19
1;1
3;19
4;1
5;19
6;19
1;1
3;19
4;1
5;19
6;19
09:11:09:000
3,1;19
1;1
3;28
4;1
5;19
6;19
09:11:17:000
1,2;1
5,2;20
1;1
3;28
4;1
5;20
6;20
1;1
3;28
4;1
5;20
6;20
09:11:58:000
1,2;1
5,2;21
4,2;0
1;1
3;28
4;1
5;21
6;21
1;1
3;28
4;0
5;21
6;21
1;0
3;28
4;0
5;21
6;21
09:23:21:000
6,1;1
5,2;20
4,2;1
1;0
3;28
4;0
5;20
6;20
1;0
3;28
4;1
5;20
6;20
1;1
3;28
4;1
5;20
6;20
09:28:18:000
3,1;28
1;1
3;20
4;1
5;20
6;20
09:33:45:000
3,1;20
1;1
3;29
4;1
5;20
6;20
09:33:57:000
6,1;1
5,2;19
1;1
3;29
4;1
5;19
6;19
1;1
3;29
4;1
5;19
6;19
09:35:27:000
1,2;1
5,2;20
1;1
3;29
4;1
5;20
6;20
1;1
3;29
4;1
5;20
6;20
09:37:07:000
6,1;1
5,2;19
1;1
3;29
4;1
5;19
6;19
1;1
3;29
4;1
5;19
6;19
09:38:01:000
1,2;1
5,2;20
1;1
3;29
4;1
5;20
6;20
1;1
3;29
4;1
5;20
6;20
09:40:26:000
1,2;1
5,2;21
4,2;0
1;1
3;29
4;1
5;21
6;21
1;1
3;29
4;0
5;21
6;21
1;0
3;29
4;0
5;21
6;21
09:41:18:000
6,1;1
5,2;20
4,2;1
1;0
3;29
4;0
5;20
6;20
1;0
3;29
4;1
5;20
6;20
1;1
3;29
4;1
5;20
6;20
09:42:18:000
6,1;1
5,2;19
1;1
3;29
4;1
5;19
6;19
1;1
3;29
4;1
5;19
6;19
09:42:44:000
6,1;1
5,2;18
1;1
3;29
4;1
5;18
6;18
1;1
3;29
4;1
5;18
6;18
09:49:23:000
3,1;29
1;1
3;28
4;1
5;18
6;18
09:52:53:000
1,2;1
5,2;19
1;1
3;28
4;1
5;19
6;19
1;1
3;28
4;1
5;19
6;19
09:55:12:000
6,1;1
5,2;18
1;1
3;28
4;1
5;18
6;18
1;1
3;28
4;1
5;18
6;18
09:55:41:000
3,1;28
1;1
3;25
4;1
5;18
6;18
09:57:52:000
3,1;25
1;1
3;31
4;1
5;18
6;18
09:59:21:000
1,2;1
5,2;19
1;1
3;31
4;1
5;19
6;19
1;1
3;31
4;1
5;19
6;19
